Organism Type,Bacteria Gram Stain,Species Code,Species Full Name,Reported Name ,CLSI Breakpoint Group,Other Group,CLSI Breakpoint Group Document,,,Pooled Name,Weighted Average Rule KEY,Reporting Rules,Weighted Average Rules
Bacteria,Positive,entfra,E.faecium-vancomycin resistant Van A strain,Enterococcus spp.,Enterococcus,,M100,,,,,,
Virus,,77ebo,Ebola virus,,,,,,,,,,
Helminth,,echspp,Echinococcus species,,,,,,,,,,
Helminth,,echisp,Echinostoma species,,,,,,,,,,
Virus,,35echo,ECHO virus,,,,,,,,,,
Bacteria,Negative,edwhos,Edwardsiella hoshinae,Enterobacterales,Enterobacterales,,M100,,,,,,
Bacteria,Negative,edwspp,Edwardsiella species,Enterobacterales,Enterobacterales,,M100,,,,,,
Bacteria,Negative,edwtar,Edwardsiella tarda,Enterobacterales,Enterobacterales,,M100,,,,,,
Bacteria,Positive,eublen,Eggerthella lenta (formerly Eubacterium lentum),Eggerthella lenta (formerly Eubacterium lentum),Anaerobes,,M100,,,,,,
Bacteria,Negative,eikcor,Eikenella corrodens,Eikenella corrodens,HACEK Group,,M45,,,,,,
Bacteria,Negative,flamen,Elizabethkingia meningoseptica (formerly Flavobacterium),Elizabethkingia meningoseptica (formerly Flavobacterium),Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,empbre,Empedobacter brevis,Empedobacter brevis,Other Non-Enterobacterales,,M100,,,,,,
Parasite,,encspp,Encephalitozoon species,,,,,,,,,,
Parasite,,endnan,Endolimax nana,,,,,,,,,,
Parasite,,ednac,Endolimax nana cysts,,,,,,,,,,
Filamentous Fungi,,engalb,Engyodontium album,,,,,,,,,,
Bacteria,Positive,s29212,Ent. faecalis ATCC 29212,,,,,,,,,,
Parasite,,entcol,Entamoeba coli,,,,,,,,,,
Parasite,,enthar,Entamoeba hartmanni,,,,,,,,,,
Parasite,,enthis,Entamoeba histolytica,,,,,,,,,,
Parasite,,enthd,Entamoeba histolytica/dispar,,,,,,,,,,
Parasite,,entpol,Entamoeba polecki,,,,,,,,,,
Parasite,,entasp,Entamoeba species,,,,,,,,,,
Bacteria,Negative,escena,Enteroaggregative E.coli (EAEC),Enteroaggregative E.coli (EAEC),Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,entamn,Enterobacter amnigenus,Enterobacter spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,entam1,Enterobacter amnigenus biogroup 1,Enterobacter spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,entam2,Enterobacter amnigenus biogroup 2,Enterobacter spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,entasb,Enterobacter asburiae,Enterobacter spp.,Enterobacterales,SPICE,M100,,,,,SPICE,
Bacteria,Negative,enttay,Enterobacter cancerogenus,Enterobacter spp.,Enterobacterales,SPICE,M100,,,,,SPICE,
Bacteria,Negative,entclo,Enterobacter cloacae,Enterobacter spp.,Enterobacterales,SPICE,M100,,,Enterobacter cloacae,,SPICE,
Bacteria,Negative,entcla,Enterobacter cloacae / asburiae,Enterobacter spp.,Enterobacterales,SPICE,M100,,,,,SPICE,
Bacteria,Negative,entcpx,Enterobacter cloacae complex,Enterobacter spp.,Enterobacterales,SPICE,M100,,,Enterobacter cloacae,,SPICE,
Bacteria,Negative,entclc,Enterobacter cloacae ssp cloacae,Enterobacter spp.,Enterobacterales,SPICE,M100,,,,,SPICE,
Bacteria,Negative,entger,Enterobacter gergoviae,Enterobacter spp.,Enterobacterales,SPICE,M100,,,,,SPICE,
Bacteria,Negative,enthor,Enterobacter hormaechei,Enterobacter spp.,Enterobacterales,SPICE,M100,,,,,SPICE,
Bacteria,Negative,entkob,Enterobacter kobei,Enterobacter spp.,Enterobacterales,SPICE,M100,,,,,SPICE,
Bacteria,Negative,entlud,Enterobacter ludwigii,Enterobacter spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,entspe,Enterobacter species,Enterobacter spp.,Enterobacterales,SPICE,M100,,,,,,
Helminth,,entveo,Enterobius vermicularis,,,,,,,,,,
Bacteria,Positive,stravi,Enterococcus avium,Enterococcus spp.,Enterococcus,,M100,,,,,Enterococcus spp.,
Bacteria,Positive,entcas,Enterococcus casseliflavus,Enterococcus casseliflavus,Enterococcus,,M100,,,,,Enterococcus spp.,
Bacteria,Positive,entcg,Enterococcus casseliflavus/gallinarum,Enterococcus casseliflavus/gallinarum,Enterococcus,,M100,,,,,Enterococcus spp.,
Bacteria,Positive,entcec,Enterococcus cecorum,Enterococcus spp.,Enterococcus,,M100,,,,,Enterococcus spp.,
Bacteria,Positive,strdur,Enterococcus durans,Enterococcus spp.,Enterococcus,,M100,,,,,Enterococcus spp.,
Bacteria,Positive,strfae,Enterococcus faecalis,Enterococcus faecalis,Enterococcus,,M100,,,,,Enterococcus spp.,
Bacteria,Positive,entfva,Enterococcus faecalis-vanA gene positive,Enterococcus faecalis-vanA gene positive,Enterococcus,,M100,,,,,Enterococcus spp.,
Bacteria,Positive,entfvb,Enterococcus faecalis-vanB gene positive,Enterococcus faecalis-vanB gene positive,Enterococcus,,M100,,,,,Enterococcus spp.,
Bacteria,Positive,entfer,Enterococcus faecalis-vancomycin resistant,Enterococcus faecalis-vancomycin resistant,Enterococcus,,M100,,,,,Enterococcus spp.,
Bacteria,Positive,strfac,Enterococcus faecium,Enterococcus faecium,Enterococcus,,M100,,,,,Enterococcus spp.,
Bacteria,Positive,7,Enterococcus faecium ALL organism codes,Enterococcus faecium,Enterococcus,,M100,,,,,Enterococcus spp.,
Bacteria,Positive,entvaa,Enterococcus faecium-vanA gene positive,Enterococcus faecium-vanA gene positive,Enterococcus,,M100,,,,,Enterococcus spp.,
Bacteria,Positive,entvab,Enterococcus faecium-vanB gene positive,Enterococcus faecium-vanB gene positive,Enterococcus,,M100,,,,,,
Bacteria,Positive,entfar,Enterococcus faecium-vancomycin resistant,Enterococcus faecium-vancomycin resistant,Enterococcus,,M100,,,,,,
Bacteria,Positive,entgal,Enterococcus gallinarum,Enterococcus gallinarum,Enterococcus,,M100,,,,,,
Bacteria,Positive,entgnm,Enterococcus gallinarum - non-motile,Enterococcus gallinarum,Enterococcus,,M100,,,,,,
Bacteria,Positive,enthir,Enterococcus hirae,Enterococcus spp.,Enterococcus,,M100,,,,,,
Bacteria,Positive,entmun,Enterococcus mundtii,Enterococcus spp.,Enterococcus,,M100,,,,,,
Bacteria,Positive,3,Enterococcus not faecalis,Enterococcus spp.,Enterococcus,,M100,,,,,,
Bacteria,Positive,6,Enterococcus not faecium,Enterococcus spp.,Enterococcus,,M100,,,,,,
Bacteria,Positive,entraf,Enterococcus raffinosus,Enterococcus spp.,Enterococcus,,M100,,,,,,
Bacteria,Positive,entgrd,Enterococcus species,Enterococcus spp.,Enterococcus,,M100,,,,,,
Bacteria,Positive,E,Enterococcus species (all),Enterococcus spp.,Enterococcus,,M100,,,,,,
Bacteria,Positive,entvre,Enterococcus species-vancomycin resistant,Enterococcus spp.,Enterococcus,,M100,,,,,,
Parasite,,entcyt,Enterocytozoon species,,,,,,,,,,
Parasite,,enthom,Enteromonas hominis,,,,,,,,,,
Bacteria,Negative,escpat,Enteropathogenic E.coli (EPEC),Enteropathogenic E.coli (EPEC),Enterobacterales,,M100,,,,,,
Bacteria,Negative,esctox,Enterotoxigenic E.coli (ETEC),Enterotoxigenic E.coli (ETEC),Enterobacterales,,M100,,,,,,
Virus,,39ent,Enterovirus,,,,,,,,,,
Virus,,39enrh,Enterovirus/Rhinovirus,,,,,,,,,,
,,eo-2,EO-2,,,,,,,,,,
Filamentous Fungi,,epipur,Epicoccum purpurescens,,,,,,,,,,
Filamentous Fungi,,epispe,Epicoccum species,,,,,,,,,,
Filamentous Fungi,,epiflo,Epidermophyton floccosum,,,,,,,,,,
Virus,,65ebv,Epstein-Barr virus,,,,,,,,,,
,,ep,Error in processing - repeat test,,,,,,,,,,
Bacteria,Positive,eryspe,Erysipelothrix rhusiopathiae,Erysipelothrix rhusiopathiae,Erysipelothrix rhusiopathiae,,M45,,,,,,
Bacteria,Positive,eryspp,Erysipelothrix species,Erysipelothrix species,,,,,,,,,
Bacteria,Negative,esccol,Escherichia coli,Escherichia coli,Enterobacterales,,M100,,,,,,
Bacteria,Negative,ecesbl,Escherichia coli - ESBL,Escherichia coli,Enterobacterales,,M100,,,,,,
Bacteria,Negative,eschaf,Escherichia coli / Hafnia alvei,Escherichia coli,Enterobacterales,,M100,,,,,,
Bacteria,Negative,esccad,Escherichia coli A-D,Escherichia coli,Enterobacterales,,M100,,,,,,
Bacteria,Negative,e35218,Escherichia coli ATCC 35218,,,,,,,,,,
Bacteria,Negative,escck1,Escherichia coli K1,Escherichia coli,Enterobacterales,,M100,,,,,,
Bacteria,Negative,esc157,Escherichia coli O157,Escherichia coli,Enterobacterales,,M100,,,,,,
Bacteria,Negative,ec0157,Escherichia coli O157 H7,Escherichia coli,Enterobacterales,,M100,,,,,,
Bacteria,Negative,escfer,Escherichia fergusonii,Escherichia spp. other than E. coli,Enterobacterales,,M100,,,,,,
Bacteria,Negative,escher,Escherichia hermannii,Escherichia spp. other than E. coli,Enterobacterales,,M100,,,,,,
Bacteria,Negative,escspe,Escherichia species,Escherichia spp. other than E. coli,Enterobacterales,,M100,,,,,,
Bacteria,Positive,eublim,Eubacterium limosum,Eubacterium spp.,Anaerobes,,M100,,,,,,
Bacteria,Positive,eubmol,Eubacterium multiforme,Eubacterium spp.,Anaerobes,,M100,,,,,,
Bacteria,Positive,eubspp,Eubacterium species,Eubacterium spp.,Anaerobes,,M100,,,,,,
Bacteria,Positive,eubtim,Eubacterium timidum,Eubacterium spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,ewiame,Ewingella americana,Ewingella americana,Enterobacterales,,M100,,,,,,
Bacteria,Positive,exiace,Exiguobacterium acetylicum,"Exiguobacterium spp,",Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Positive,exihim,Exiguobacterium himgiriensis,"Exiguobacterium spp,",Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Positive,exispe,Exiguobacterium species,"Exiguobacterium spp,",Other Non-Enterobacterales,,M100,,,,,,
Filamentous Fungi,,wander,Exophiala (Wangiella) dermatitidis,,,,,,,,,,
Filamentous Fungi,,exojea,Exophiala jeanselmei,,,,,,,,,,
Filamentous Fungi,,exospp,Exophiala species,,,,,,,,,,
Filamentous Fungi,,exsspp,Exserohilum species,,,,,,,,,,
Bacteria,Positive,fachom,Facklamia hominis,Facklamia spp.,Anaerobes,,M100,,,,,,
Bacteria,Positive,faclan,Facklamia languida,Facklamia spp.,Anaerobes,,M100,,,,,,
Bacteria,Positive,facspp,Facklamia species,Facklamia spp.,Anaerobes,,M100,,,,,,
Helminth,,fashep,Fasciola hepatica,,,,,,,,,,
Helminth,,fashbu,Fasciola hepatica/Fasciolopsis buski,,,,,,,,,,
Helminth,,fasbus,Fasciolopsis buski,,,,,,,,,,
Filamentous Fungi,,filfun,Filamentous fungus,,,,,,,,,,
Bacteria,Positive,pstmag,Finegoldia magna (formerly Peptostreptococcus magnus),Finegoldia magna (formerly Peptostreptococcus magnus),Anaerobes,,M100,,,,,,
Parasite,,flagsp,Flagellate species,,,,,,,,,,
Bacteria,Negative,flagle,Flavobacterium gleum,Flavobacterium spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,flaipv,Flavobacterium indologenes/Brev.vesicularis,Flavobacterium spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,flaodo,Flavobacterium odoratum,Flavobacterium spp.,Other Non-Enterobacterales,,M100,,,,,,
Helminth,,fluspp,Fluke species,,,,,,,,,,
Filamentous Fungi,,foncom,Fonsecaea compacta,,,,,,,,,,
Filamentous Fungi,,fonped,Fonsecaea pedrosoi,,,,,,,,,,
Filamentous Fungi,,fonspp,Fonsecaea species,,,,,,,,,,
Bacteria,Negative,fratul,Francisella tularensis,Francisella turlarensis,Bioterrorism agents,,M100,,,,,,
,,fungus,Fungus,,,,,,,,,,
Filamentous Fungi,,fusine,Fusarium incarnatum-equiseti complex,,,,,,,,,,
Filamentous Fungi,,fusoxy,Fusarium oxysporum,,,,,,,,,,
Filamentous Fungi,,fuspro,Fusarium proliferatum,,,,,,,,,,
Filamentous Fungi,,fussol,Fusarium solani,,,,,,,,,,
Filamentous Fungi,,fusspp,Fusarium species,,,,,,,,,,
Filamentous Fungi,,fustha,Fusarium thapsinum,,,,,,,,,,
Bacteria,Negative,fusmor,Fusobacterium mortiferum,Fusobacterium spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,fusneg,Fusobacterium necrogenes,Fusobacterium spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,fusnec,Fusobacterium necrophorum,Fusobacterium spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,fusnuc,Fusobacterium nucleatum,Fusobacterium spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,fusper,Fusobacterium periodonticum,Fusobacterium spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,fusspe,Fusobacterium species,Fusobacterium spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,fusvar,Fusobacterium varium,Fusobacterium spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,garvag,Gardnerella vaginalis,Gardnerella vaginalis,,,,,,,,,
Bacteria,Positive,gember,Gemella bergeri,Gemella spp.,Gemella,,M45,,,,,,
Bacteria,Positive,strhae,Gemella haemolysans,Gemella spp.,Gemella,,M45,,,,,,
Bacteria,Positive,gemhem,Gemella haemolysans,Gemella spp.,Gemella,,M45,,,,,,
Bacteria,Positive,strmor,Gemella morbillorum,Gemella spp.,Gemella,,M45,,,,,,
Bacteria,Positive,gemmor,Gemella morbillorum,Gemella spp.,Gemella,,M45,,,,,,
Bacteria,Positive,gemsan,Gemella sanguinis,Gemella spp.,Gemella,,M45,,,,,,
Bacteria,Positive,gemspe,Gemella species,Gemella spp.,Gemella,,M45,,,,,,
Filamentous Fungi,,geospp,Geomyces species,,,,,,,,,,
Filamentous Fungi,,geocan,Geotrichum candidum,,,,,,,,,,
Filamentous Fungi,,geospe,Geotrichum candidum/Geo. penicillatum,,,,,,,,,,
Filamentous Fungi,,geocap,Geotrichum capitatum,,,,,,,,,,
Filamentous Fungi,,geocla,Geotrichum clavatum,,,,,,,,,,
Filamentous Fungi,,tripen,Geotrichum klebahnii (formerly Geotrichum penicillatum),,,,,,,,,,
Filamentous Fungi,,mgs,Geotrichum species,,,,,,,,,,
Parasite,,gialam,Giardia lamblia,,,,,,,,,,
Filamentous Fungi,,glispe,Gliocladium species,,,,,,,,,,
Bacteria,Positive,glosan,Globicatella sanguinis,Globicatella spp.,,,,,,,,,
Bacteria,Positive,glospe,Globicatella species,Globicatella spp.,,,,,,,,,
Bacteria,Positive,glosul,Globicatella sulfidifaciens,Globicatella spp.,,,,,,,,,
Bacteria,Negative,gnfuid,Glucose nonfermenting unident. org.,,,,,,,,,,
Bacteria,Positive,gorbro,Gordonia bronchialis,Gordonia spp.,Aerobic Actinomycetes,,M24,,,,,,
Bacteria,Positive,gorrub,Gordonia rubripertincta,Gordonia spp.,Aerobic Actinomycetes,,M24,,,,,,
Bacteria,Positive,gorspe,Gordonia species,Gordonia spp.,Aerobic Actinomycetes,,M24,,,,,,
Bacteria,Positive,gorter,Gordonia terrae,Gordonia spp.,Aerobic Actinomycetes,,M24,,,,,,
Bacteria,Negative,gnb,Gram negative bacillus,,,,,,,,,,
Bacteria,Negative,gnnid,Gram negative bacillus-unable to further identify,,,,,,,,,,
Bacteria,Negative,gnc,Gram negative coccus,,,,,,,,,,
Bacteria,Positive,gpb,Gram positive bacillus,,,,,,,,,,
Bacteria,Positive,gpc,Gram positive cocci,,,,,,,,,,
Bacteria,Positive,graadi,Granulicatella adiacens,Granulicatella spp.,Abiotrophia and Granulicatella,,M45,,,,,,
Bacteria,Positive,graele,Granulicatella elegans,Granulicatella spp.,Abiotrophia and Granulicatella,,M45,,,,,,
Bacteria,Positive,grapadi,Granulicatella para-adiacens,Granulicatella spp.,Abiotrophia and Granulicatella,,M45,,,,,,
Bacteria,Positive,graspe,Granulicatella species,Granulicatella spp.,Abiotrophia and Granulicatella,,M45,,,,,,
Filamentous Fungi,,grabas,Graphium basitruncatum,,,,,,,,,,
Bacteria,Negative,vibhol,Grimontia hollisae,Grimontia hollisae,Vibrio,,M45,,,,,,
Bacteria,Positive,strpyo,Group A Streptococcus,Group A Streptococcus,Beta-hemotyic streptococci,,M100,,,,,,
Bacteria,Positive,straga,Group B Streptococcus,Group B Streptococcus,Beta-hemotyic streptococci,,M100,,,,,,
Bacteria,Positive,strgrc,Group C Streptococcus,Group C Streptococcus,Beta-hemotyic streptococci,,M100,,,,,,
Bacteria,Positive,strgrd,Group D Streptococcus,Group D Streptococcus,Beta-hemotyic streptococci,,M100,,,,,,
Bacteria,Positive,strgrf,Group F Streptococcus,Group F Streptococcus,Beta-hemotyic streptococci,,M100,,,,,,
Bacteria,Positive,strgrg,Group G Streptococcus,Group G Streptococcus,Beta-hemotyic streptococci,,M100,,,,,,
Bacteria,Negative,haeduc,Haemophilus ducreyi,Haemophilus ducreyi,,,,,,,,,
Bacteria,Negative,haehae,Haemophilus haemolyticus,Haemophilus haemolyticus,,,,,,,,,
Bacteria,Negative,haeinf,Haemophilus influenzae,Haemophilus influenzae,Haemophilus,,M100,,,,,,
Bacteria,Negative,hfbln,Haemophilus influenzae (beta-lactamase negative),Haemophilus influenzae,Haemophilus,,M100,,,,,,
Bacteria,Negative,hfblp,Haemophilus influenzae (beta-lactamase positive),Haemophilus influenzae,Haemophilus,,M100,,,,,,
Bacteria,Negative,haepah,Haemophilus parahaemolyticus,Haemophilus parahaemolyticus,,,,,,,,,
Bacteria,Negative,haepar,Haemophilus parainfluenzae,Haemophilus parainfluenzae,Haemophilus,,M100,,,,,,
Bacteria,Negative,hpbln,Haemophilus parainfluenzae (beta-lactamase negative),Haemophilus parainfluenzae,Haemophilus,,M100,,,,,,
Bacteria,Negative,hpblp,"Haemophilus parainfluenzae, beta-lactamase positive",Haemophilus parainfluenzae,Haemophilus,,M100,,,,,,
Bacteria,Negative,haespp,Haemophilus species,Haemophilus species,,,,,,,,,
Bacteria,Negative,hafalv,Hafnia alvei,Hafnia alvei,Enterobacterales,SPICE,M100,,,,,,
Filamentous Fungi,,hanano,Hansenula anomala,,,,,,,,,,
Filamentous Fungi,,hanspp,Hansenula species,,,,,,,,,,
Virus,,77han,Hantavirus,,,,,,,,,,
Bacteria,Positive,clohis,Hathewaya histolytica (formerly Clostridium histolyticum),Hathewaya spp.,Anaerobes,,M100,,,,,,
Bacteria,Positive,clolim,Hathewaya limosa (formerly Clostridium limosum),Hathewaya spp.,Anaerobes,,M100,,,,,,
Bacteria,Positive,helmas,Helcobacillus massiliensis,Helcobacillus massiliensis,Coryneform Bacteria,,M45,,,,,,
Bacteria,Positive,helkun,Helcoccus kunzii,Helcoccus kunzii,,,,,,,,,
Bacteria,Negative,campyl,Helicobacter pylori,Helicobacter pylori,Helicobacter pylori,,M45,,,,,,
Virus,,15hsv1,Herpes simplex type1 virus,,,,,,,,,,
Virus,,15hsv2,Herpes simplex type2 virus,,,,,,,,,,
Virus,,16hsv00,Herpes simplex virus (unknown type),,,,,,,,,,
Helminth,,hethet,Heterophyes heterophyes,,,,,,,,,,
Bacteria,Negative,hissom,Histophilus somni,Histophilus somni,,,,,,,,,
Filamentous Fungi,,hisag,Histoplasma Ag,,,,,,,,,,
Filamentous Fungi,,hiscap,Histoplasma capsulatum,,,,,,,,,,
Helminth,,hokwml,Hookworm larvae,,,,,,,,,,
Helminth,,hokwmo,Hookworm ova,,,,,,,,,,
Helminth,,hooksp,Hookworm species,,,,,,,,,,
Virus,,25boca,Human Bocavirus,,,,,,,,,,
Virus,,68hhv6,Human Herpes virus 6,,,,,,,,,,
Virus,,69hhv7,Human Herpes virus 7,,,,,,,,,,
Virus,,66hv6a,Human herpesvirus 6A,,,,,,,,,,
Virus,,66hv6b,Human herpesvirus 6B,,,,,,,,,,
Virus,,69hhv8,Human herpesvirus 8,,,,,,,,,,
Virus,,31pare,Human parechovirus,,,,,,,,,,
Helminth,,hymdim,Hymenolepis diminuta,,,,,,,,,,
Helminth,,hymnan,Hymenolepis nana,,,,,,,,,,
Bacteria,Positive,cloptb,INDETERMINATE for C.difficile toxin B gene,,,,,,,,,,
Virus,,23flah1,Influenza A H1 (Seasonal) virus,,,,,,,,,,
Virus,,23ah1n1,Influenza A H1N1 (Swine) virus,,,,,,,,,,
Virus,,23ah1p9,Influenza A H1N1 pdm09 (formerly Swine) virus,,,,,,,,,,
Virus,,23flah3,Influenza A H3 (Seasonal) virus,,,,,,,,,,
Virus,,23infa,Influenza A virus,,,,,,,,,,
Virus,,23nsh13,Influenza A virus (not Seasonal H1 or H3),,,,,,,,,,
Virus,,23notsw,Influenza A virus NOT H1N1 (Swine),,,,,,,,,,
Virus,,23infb,Influenza B virus,,,,,,,,,,
,,ie,Inoculation error - see pkg insert,Other Non-Enterobacterales,Other Non-Enterobacterales,,M100,,,,,,
,,inqlim,Inquilinus limosus,,,,,,,,,,
,,insgro,Insufficient growth,,,,,,,,,,
,,zznoorg,INVALID-Disregard previous organisms reported,,,,,,,,,,
,,zz19CV,INVALID:COVID-19 virus,,,,,,,,,,
Parasite,,iodbut,Iodamoeba butschlii,,,,,,,,,,
Filamentous Fungi,,irpspp,Irpex species,,,,,,,,,,
Parasite,,isobel,Isospora belli,,,,,,,,,,
Ecto-parasite,,ixocoo,Ixodes cookei,,,,,,,,,,
Ecto-parasite,,ixosca,Ixodes scapularis (Deer Tick),,,,,,,,,,
Ecto-parasite,,ixospp,Ixodes species,,,,,,,,,,
Bacteria,Positive,janhoy,Janibacter hoylei,Janibacter spp.,Coryneform Bacteria,,M45,,,,,,
Bacteria,Positive,janspp,Janibacter species,Janibacter spp.,Coryneform Bacteria,,M45,,,,,,
Virus,,64jcvir,JC virus,Viruses,,,,,,,,,
Bacteria,Negative,kinden,Kingella denitrificans,Kingella  spp.,HACEK Group,,M45,,,,,,
Bacteria,Negative,kinkin,Kingella kingae,Kingella  spp.,HACEK Group,,M45,,,,,,
Bacteria,Negative,kinspp,Kingella species,Kingella  spp.,HACEK Group,,M45,,,,,,
Bacteria,Negative,entaer,Klebsiella aerogenes (formerly Enterobacter aerogenes),Klebsiella aerogenes,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,kleoxy,Klebsiella oxytoca,Klebsiella oxytoca,Enterobacterales,,M100,,,,,,
Bacteria,Negative,koesbl,Klebsiella oxytoca - ESBL,Klebsiella oxytoca,Enterobacterales,,M100,,,,,,
Bacteria,Negative,kzesbl,Klebsiella ozaenae - ESBL,Klebsiella oxytoca,Enterobacterales,,M100,,,,,,
Bacteria,Negative,klepne,Klebsiella pneumoniae,Klebsiella pneumoniae,Enterobacterales,,M100,,,,,,
Bacteria,Negative,kpesbl,Klebsiella pneumoniae - ESBL,Klebsiella pneumoniae,Enterobacterales,,M100,,,,,,
Bacteria,Negative,klepo,Klebsiella pneumoniae / Klebsiella oxytoca,Klebsiella pneumoniae,Enterobacterales,,M100,,,,,,
Bacteria,Negative,klepnv,Klebsiella pneumoniae/variicola,Klebsiella pneumoniae,Enterobacterales,,M100,,,,,,
Bacteria,Negative,kresbl,Klebsiella rhinoscleromatis - ESBL,Klebsiella spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,ksesbl,Klebsiella species - ESBL,Klebsiella spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,kleoza,Klebsiella species not K. pneumoniae or K. oxytoca,Klebsiella spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,klerhi,Klebsiella species not K. pneumoniae or K. oxytoca,Klebsiella spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,klespe,Klebsiella species not K. pneumoniae or K. oxytoca,Klebsiella spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,klevar,Klebsiella variicola,Klebsiella spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,kleent,Klebsiella/Enterobacter,Klebsiella spp.,Enterobacterales,,M100,,,,,,
Filamentous Fungi,,kloapc,Kloeckera apiculata,,,,,,,,,,
Filamentous Fungi,,kloaps,Kloeckera apis,,,,,,,,,,
Filamentous Fungi,,klojap,Kloeckera japonica,,,,,,,,,,
Bacteria,Negative,kluasc,Kluyvera ascorbata,Kluyvera spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,klucry,Kluyvera cryocrescens,Kluyvera spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,entint,Kluyvera intermedia (formerly Enterobacter intermedius),Kluyvera spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,kluspe,Kluyvera species,Kluyvera spp.,Enterobacterales,,M100,,,,,,
Filamentous Fungi,,cankef,Kluyveromyces marxianus (Candida kefyr),,,,,,,,,,
Bacteria,Positive,kockri,Kocuria kristinae (formerly Micrococcus kristinae),Kocuria spp.,Micrococcus,,M45,,,,,,
Bacteria,Positive,kocrhi,Kocuria rhizophila,Kocuria spp.,Micrococcus,,M45,,,,,,
Bacteria,Positive,miclut,Kocuria rhizophila (formerly Micrococcus luteus),Kocuria spp.,Micrococcus,,M45,,,,,,
Bacteria,Positive,kocros,Kocuria rosea (formerly Micrococcus rosea),Kocuria spp.,Micrococcus,,M45,,,,,,
Bacteria,Positive,kocspe,Kocuria species,Kocuria spp.,Micrococcus,,M45,,,,,,
Bacteria,Positive,kocvar,Kocuria varians (formerly Micrococcus varians),Kocuria spp.,Micrococcus,,M45,,,,,,
Filamentous Fungi,,picohm,Kodamaea ohmeri (formerly Pichia ohmeri),,,,,,,,,,
Bacteria,Negative,kosspp,Koserella species,Koserella species,Enterobacterales,,M100,,,,,,
Bacteria,Positive,kytsed,Kytococcus sedentarius,Kytococcus sedentarius,Micrococcus,,M45,,,,,,
Bacteria,Positive,laccatL,Lactobacillus,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacaci,Lactobacillus acidophilus,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacbre,Lactobacillus brevis,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacbuc,Lactobacillus buchneri,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,laccas,Lactobacillus casei,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,laccap,Lactobacillus casei/paracasei,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,laccel,Lactobacillus cellobiosus,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,laccri,Lactobacillus crispatus,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,laccur,Lactobacillus curvatus,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacdel,Lactobacillus delbrueckii,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacfer,Lactobacillus fermentum,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacfru,Lactobacillus fructivorans,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacgas,Lactobacillus gasseri,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lachel,Lactobacillus helveticus,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacine,Lactobacillus iners,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
Bacteria,Positive,lacjen,Lactobacillus jensenii,Lactobacillus spp.,Lactobacillus,,M45,,,,,,
