Organism Type,Bacteria Gram Stain,Species Code,Species Full Name,Reported Name ,CLSI Breakpoint Group,Other Group,CLSI Breakpoint Group Document,,,Pooled Name,Weighted Average Rule KEY,Reporting Rules,Weighted Average Rules
Bacteria,Negative,salsan,Salmonella sandiego,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salsch,Salmonella schwarzengrund,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salsen,Salmonella senftenberg,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salsin,Salmonella singapore,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salspe,Salmonella species,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salntp,Salmonella species (not. S. typhi or S. paratyphi),Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salnst,"Salmonella species, not. S. typhi",Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salsta,Salmonella stanley,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,saleri,Salmonella subspecies enterica,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salen1,"Salmonella subspecies enterica (I)4,5,12:i:-",Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,saltel,Salmonella tel-el-kebir,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salten,Salmonella tennessee,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,saltho,Salmonella thompson,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,saltyp,Salmonella typhi,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,saltmu,Salmonella typhimurium,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,saluga,Salmonella uganda,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salurb,Salmonella urbana,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salvir,Salmonella virchow,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,salwel,Salmonella weltevreden,Salmonella spp.,Salmonella and Shigella,,M100,,,,,,
Virus,,74sapov,Sapovirus,,,,,,,,,,
Helminth,,sarsh,Sarcocystis sui/hominis,,,,,,,,,,
Filamentous Fungi,,sceapi,Scedosporium apiospermum,,,,,,,,,,
Filamentous Fungi,,scepro,Scedosporium prolificans,,,,,,,,,,
Filamentous Fungi,,scespe,Scedosporium species,,,,,,,,,,
Helminth,,schhae,Schistosoma haematobium,,,,,,,,,,
Helminth,,schjap,Schistosoma japonicum,,,,,,,,,,
Helminth,,schmao,Schistosoma mansoni,,,,,,,,,,
Filamentous Fungi,,scobre,Scopulariopsis brevicaulis,,,,,,,,,,
Filamentous Fungi,,scobru,Scopulariopsis brumptii complex,,,,,,,,,,
Filamentous Fungi,,scospp,Scopulariopsis species,,,,,,,,,,
Filamentous Fungi,,scydim,Scytalidium dimidiatum,,,,,,,,,,
Filamentous Fungi,,scyhya,Scytalidium hyalinum,,,,,,,,,,
Filamentous Fungi,,scyspe,Scytalidium species,,,,,,,,,,
Filamentous Fungi,,40cor02,Seasonal Coronavirus,,,,,,,,,,
,,phl,Sent to PHL,,,,,,,,,,
Filamentous Fungi,,sepspe,Sepedonium species,,,,,,,,,,
Bacteria,Negative,serfic,Serratia ficaria,Serratia spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,serfon,Serratia fonticola,Serratia spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,sergri,Serratia grimesii,Serratia spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,serliq,Serratia liquefaciens,Serratia spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,serlgr,Serratia liquefaciens group,Serratia spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,sermar,Serratia marcescens,Serratia spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,serodo,Serratia odorifera,Serratia spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,serply,Serratia plymuthica,Serratia spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,serprs,Serratia proteamaculans,Serratia spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,serrub,Serratia rubidaea,Serratia spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,serspe,Serratia species,Serratia spp.,Enterobacterales,SPICE,M100,,,,,,
Bacteria,Negative,psealg,Shewanella algae,Shewanella spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,psepuf,Shewanella putrefaciens,Shewanella spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,shespe,Shewanella species,Shewanella spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,escst7,Shiga toxin producing E. coli (STEC) 0157,Escherichia coli,Enterobacterales,,M100,,,,,,
Bacteria,Negative,escstn,Shiga toxin producing E. coli (STEC) non 0157,Escherichia coli,Enterobacterales,,M100,,,,,,
Bacteria,Negative,shiboy,Shigella boydii,Shigella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,shidys,Shigella dysenteriae,Shigella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,shifle,Shigella flexneri,Shigella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,shison,Shigella sonnei,Shigella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,shispe,Shigella species,Shigella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Negative,shicol,Shigella/Enteroinvasive E.coli (EIEC),Shigella spp.,Salmonella and Shigella,,M100,,,,,,
Bacteria,Positive,slaspe,Slackia species,Slackia spp.,Other Non-Enterobacterales,,M100,,,,,,
Parasite,,smafla,Small flagellate trophozoites,,,,,,,,,,
Bacteria,Negative,sphmiz,Sphingobacterium mizutae,Sphingobacterium spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,flamul,Sphingobacterium multivorum,Sphingobacterium spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,sphspi,Sphingobacterium spiritivorum,Sphingobacterium spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,sphtha,Sphingobacterium thalpophilum,Sphingobacterium spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,sphpar,Sphingomonas parapaucimobilis,Sphingobacterium spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,psepau,Sphingomonas paucimobilis,Sphingobacterium spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,sphspp,Sphingomonas species,Sphingobacterium spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Positive,sfgpb,Spore forming gram positive bacillus,,,,,,,,,,
Filamentous Fungi,,sposal,Sporobolomyces salmonicolor,,,,,,,,,,
Filamentous Fungi,,sposch,Sporothrix schenckii,,,,,,,,,,
Filamentous Fungi,,spopru,Sporotrichum pruinosum,,,,,,,,,,
Filamentous Fungi,,staspp,Stachybotrys species,,,,,,,,,,
Bacteria,Positive,s29213,Staph. aureus ATCC 29213,Methicillin-susceptible Staphylococcus aureus,Staphylococcus,,M100,,,,,,
Filamentous Fungi,,cancif,Staphanoascus ciferrii,,,,,,,,,,
Bacteria,Positive,staarl,Staphylococcus arlettae,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,staaur,Staphylococcus aureus,Methicillin-susceptible Staphylococcus aureus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,staai,Staphylococcus aureus / S. intermedius,Staphylococcus aureus/intermedius,Staphylococcus,,M100,,,,,,
Bacteria,Positive,staaui,Staphylococcus auricularis,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stacap,Staphylococcus capitis,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stacpr,Staphylococcus caprae,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stacsc,Staphylococcus carnosus ssp carnosus,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stachr,Staphylococcus chromogenes,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stacoh,Staphylococcus cohnii,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stasco,Staphylococcus cohnii ssp cohnii,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stasur,Staphylococcus cohnii ssp urealyticus,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stacon,Staphylococcus condimenti,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,staepi,Staphylococcus epidermidis,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,staequ,Staphylococcus equorum,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stagal,Staphylococcus gallinarum,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stahae,Staphylococcus haemolyticus,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stahom,Staphylococcus hominis,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stahsh,Staphylococcus hominis ssp hominis,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stahyi,Staphylococcus hyicus,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,staint,Staphylococcus intermedius,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,staklo,Staphylococcus kloosii,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stalen,Staphylococcus lentus,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stalug,Staphylococcus lugdunensis,Staphylococcus lugdunensis,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stapas,Staphylococcus pasteuri,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stapet,Staphylococcus pettenkoferi,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stapse,Staphylococcus pseudintermedius,Staphylococcus pseudintermedius,Staphylococcus,,M100,,,,,,
Bacteria,Positive,pepsac,Staphylococcus saccharolyticus,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stasac,Staphylococcus saccharolyticus,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stasap,Staphylococcus saprophyticus,Staphylococcus saprophyticus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,saphom,Staphylococcus saprophyticus / S. hominis,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stasch,Staphylococcus schleiferi,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stasci,Staphylococcus sciuri,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stasim,Staphylococcus simulans,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,staspe,Staphylococcus species,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stavit,Staphylococcus vitulinus,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,stawar,Staphylococcus warneri,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Positive,staxyl,Staphylococcus xylosus,Coagulase-negative staphylococcus,Staphylococcus,,M100,,,,,,
Bacteria,Negative,psemal,Stenotrophomonas maltophilia,Stenotrophomonas maltophilia,Stenotrophomonas,,M100,,,,,,
Bacteria,Positive,stospp,Stomatococcus species,Stomatococcus species,,,,,,,,,
Bacteria,Negative,strmon,Streptobacillus moniliformis,Streptobacillus moniliformis,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Positive,straci,Streptococcus acidominimus,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strapm,Streptococcus acidominimus/S. pneumoniae/S.morbillorum,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,stradj,Streptococcus adjacens,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strala,Streptococcus alactolyticus,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strang,Streptococcus anginosus,Streptococcus anginosus group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,virstr,Streptococcus anginosus,Streptococcus anginosus group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,straeq,Streptococcus anginosus / S. equisimilis,Streptococcus anginosus group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strmgi,Streptococcus anginosus group(previously S.intermedius),Streptococcus anginosus group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,straac,Streptococcus anginosus group(previously S.milleri grp),Streptococcus anginosus group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strmil,Streptococcus anginosus group(previously S.milleri grp),Streptococcus anginosus group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strbvv,Streptococcus bovis,Streptococcus gallolyticus,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strbov,Streptococcus bovis,Streptococcus gallolyticus,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strbvd,Streptococcus bovis variant Lancefield group D,Streptococcus gallolyticus,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strcan,Streptococcus canis,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strcon,Streptococcus constellatus,Streptococcus gallolyticus,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strcri,Streptococcus cristatus,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strdyg,Streptococcus dysgalactiae ss equisimilis Lancefield Gp. G,Streptococcus spp. B-Hemolytic Group,Beta-hemotyic streptococci,,M100,,,,,,
Bacteria,Positive,strdys,Streptococcus dysgalactiae ssp dysgalactiae,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,streqs,Streptococcus dysgalactiae ssp equisimilis,Streptococcus spp. B-Hemolytic Group,Beta-hemotyic streptococci,,M100,,,,,,
Bacteria,Positive,streq,Streptococcus equi,Streptococcus spp. B-Hemolytic Group,Beta-hemotyic streptococci,,M100,,,,,,
Bacteria,Positive,streg,Streptococcus equi,Streptococcus spp. B-Hemolytic Group,Beta-hemotyic streptococci,,M100,,,,,,
Bacteria,Positive,strequ,Streptococcus equinus,Streptococcus spp. Viridans Group,Beta-hemotyic streptococci,,M100,,,,,,
Bacteria,Positive,streqg,Streptococcus equisimilis,Streptococcus spp. B-Hemolytic Group,Beta-hemotyic streptococci,,M100,,,,,,
Bacteria,Positive,strgal,Streptococcus gallolyticus subsp. gallolyticus,Streptococcus gallolyticus,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strgap,Streptococcus gallolyticus subsp. pasteurianus,Streptococcus gallolyticus,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strgor,Streptococcus gordonii,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strhyo,Streptococcus hyointestinalis,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strinf,Streptococcus infantarius (subsp.infantarius),Streptococcus gallolyticus,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strinc,Streptococcus infantarius subsp.coli,Streptococcus gallolyticus,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strini,Streptococcus iniae,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strint,Streptococcus intermedius,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strmit,Streptococcus mitis group,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strmaa,Streptococcus morbillorum/S. agalactiae/S. acidominimus,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strmut,Streptococcus mutans,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strsa2,Streptococcus oralis,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strora,Streptococcus oralis,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strpar,Streptococcus parasanguis,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strpas,Streptococcus pasteurianus,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strpne,Streptococcus pneumoniae,Streptococcus pneumoniae,Streptococcus pneumoniae,,M100,,,,,,
Bacteria,Positive,strpor,Streptococcus porcinus,Streptococcus spp. B-Hemolytic Group,,,,,,,,,
Bacteria,Positive,strpsp,Streptococcus pseudopneumoniae,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strpse,Streptococcus pseudoporcinus,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strsal,Streptococcus salivarius,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strsa1,Streptococcus sanguis,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strsob,Streptococcus sobrinus,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strspp,Streptococcus species,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,stralp,Streptococcus species (alpha hemolytic),Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strsui,Streptococcus suis,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strthe,Streptococcus thermophilus,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strtho,Streptococcus thoraltensis,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strube,Streptococcus uberis,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strves,Streptococcus vestibularis,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strvid,Streptococcus viridans group,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria,Positive,strzoo,Streptococcus zooepidemicus,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Bacteria ,Positive,styspp,Streptomyces species,Streptomyces spp.,"Mycobacteria, Nocardia spp., and Other Aerobic Actinomycetes",,M24,,,,,,
Helminth,,strstl,Strongyloides stercoralis,,,,,,,,,,
Bacteria,Negative,sutwad,Sutterella wadsworthensis,Sutterella spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Negative,kinind,Suttonella indologenes,Sutterella spp.,Other Non-Enterobacterales,,M100,,,,,,
Filamentous Fungi,,synrac,Syncephalastrum racemosum,,,,,,,,,,
Filamentous Fungi,,synspp,Syncephalastrum species,,,,,,,,,,
Helminth,,taesag,Taenia saginata,,,,,,,,,,
Helminth,,taesol,Taenia solium,,,,,,,,,,
Helminth,,taespo,Taenia species,,,,,,,,,,
Bacteria,Negative,tatpty,Tatumella ptyseos,Tatumella ptyseos,Enterobacterales,,M100,,,,,,
,,steve2,test org for lowercase class rules,,,,,,,,,,
Filamentous Fungi,,torspp,Torulopsis species,,,,,,,,,,
Protozoa,,toxgon,Toxoplasma gondii,,,,,,,,,,
Helminth,,trespp,Trematode species,,,,,,,,,,
Helminth,,trihot,Trichinella spiralis,,,,,,,,,,
Filamentous Fungi,,trispe,Trichoderma species,,,,,,,,,,
Protozoa,,trihom,Trichomonas hominis,,,,,,,,,,
Protozoa,,trivag,Trichomonas vaginalis,,,,,,,,,,
Filamentous Fungi,,trimen,Trichophyton mentagrophytes,,,,,,,,,,
Filamentous Fungi,,trirub,Trichophyton rubrum,,,,,,,,,,
Filamentous Fungi,,trisch,Trichophyton schoenleinii,,,,,,,,,,
Filamentous Fungi,,tchspp,Trichophyton species,,,,,,,,,,
Filamentous Fungi,,trisp,Trichophyton species,,,,,,,,,,
Filamentous Fungi,,triter,Trichophyton terrestre,,,,,,,,,,
Filamentous Fungi,,triton,Trichophyton tonsurans,,,,,,,,,,
Filamentous Fungi,,triver,Trichophyton verrucosum,,,,,,,,,,
Filamentous Fungi,,trivio,Trichophyton violaceum,,,,,,,,,,
Filamentous Fungi,,triasa,Trichosporon asahii,,,,,,,,,,
Filamentous Fungi,,triast,Trichosporon asteroides,,,,,,,,,,
Filamentous Fungi,,tribei,Trichosporon beigelii,,,,,,,,,,
Filamentous Fungi,,mtc,Trichosporon capitatum if true hyphae/arthrospores present,,,,,,,,,,
Filamentous Fungi,,tricut,Trichosporon cutaneum,,,,,,,,,,
Filamentous Fungi,,triink,Trichosporon inkin,,,,,,,,,,
Filamentous Fungi,,trimuc,Trichosporon mucoides,,,,,,,,,,
Filamentous Fungi,,triovo,Trichosporon ovoides,,,,,,,,,,
Filamentous Fungi,,tripul,Trichosporon pullulans,,,,,,,,,,
Filamentous Fungi,,tspspp,Trichosporon species,,,,,,,,,,
Helminth,,trispp,Trichostrongylus species,,,,,,,,,,
Filamentous Fungi,,triros,Trichothecium roseum,,,,,,,,,,
Helminth,,tritro,Trichuris trichiura,,,,,,,,,,
Helminth,,trispi,Trichurus spiralis,,,,,,,,,,
Bacteria,Positive,arcber,Trueperella bernardiae (formerly Arcano.bernardiae),Trueperella bernardiae (formerly Arcanobacterium bernardiae),Coryneform Bacteria,,M45,,,,,,
Bacteria,Positive,corpyo,Trueperella pyogenes (formerly Actinomyces pyogenes),Trueperella pyogenes (formerly Actinomyces pyogenes),Coryneform Bacteria,,M45,,,,,,
Protozoa,,trycru,Trypanosoma cruzi,,,,,,,,,,
Protozoa,,trygrh,Trypanosoma gambiense or rhodesiense,,,,,,,,,,
Protozoa,,tryspp,Trypanosoma species,,,,,,,,,,
Bacteria,Positive,tsupau,Tsukamurella paurometabolum,Tsukamurella spp.,Coryneform Bacteria,,M45,,,,,,
Bacteria,Positive,tsuspp,Tsukamurella species,Tsukamurella spp.,Coryneform Bacteria,,M45,,,,,,
Bacteria,Positive,turoti,Turicella otitidis,Turicella spp.,Coryneform Bacteria,,M45,,,,,,
Filamentous Fungi,,ulospe,Ulocladium species,,,,,,,,,,
Helminth,,unmisp,Unidentified microfilaria species,,,,,,,,,,
,,unid,Unidentified organism,,,,,,,,,,
Bacteria,N/A,ure,Ureaplasma species,Ureaplasma species,,,,,,,,,
Bacteria,N/A,ureure,Ureaplasma urealyticum,Ureaplasma urealyticum,,,,,,,,,
Bacteria,Positive,vagflu,Vagococcus fluvialis,Vagococcus fluvialis,,,,,,,,,
,,vanA,vanA gene DETECTED,,,,,,,,,,
,,vanB,vanB gene DETECTED,,,,,,,,,,
,,vanB1,vanB1 gene DETECTED,,,,,,,,,,
,,vanB2,vanB2/3 gene DETECTED,,,,,,,,,,
Virus,,18vzv,Varicella-Zoster virus,,,,,,,,,,
Bacteria,Negative,veipar,Veillonella parvula,Veillonella spp.,Anaerobes,,M100,,,,,,
Bacteria,Negative,veispe,Veillonella species,Veillonella spp.,Anaerobes,,M100,,,,,,
Filamentous Fungi,,verspe,Verticillium species,,,,,,,,,,
Bacteria,Negative,vibalg,Vibrio alginolyticus,Vibrio spp.,Vibrio,,M45,,,,,,
Bacteria,Negative,vibcam,Vibrio campbellii,Vibrio spp.,Vibrio,,M45,,,,,,
Bacteria,Negative,vibcho,Vibrio cholerae,Vibrio spp.,Vibrio,,M45,,,,,,
Bacteria,Negative,vibflu,Vibrio fluvialis,Vibrio spp.,Vibrio,,M45,,,,,,
Bacteria,Negative,vibfum,Vibrio furnissii,Vibrio spp.,Vibrio,,M45,,,,,,
Bacteria,Negative,vibmet,Vibrio metschnikovii,Vibrio spp.,Vibrio,,M45,,,,,,
Bacteria,Negative,vibmim,Vibrio mimicus,Vibrio spp.,Vibrio,,M45,,,,,,
Bacteria,Negative,vibpar,Vibrio parahaemolyticus,Vibrio spp.,Vibrio,,M45,,,,,,
Bacteria,Negative,vibspp,Vibrio species,Vibrio spp.,Vibrio,,M45,,,,,,
Bacteria,Negative,vibnoc,Vibrio species (not V.cholerae),Vibrio spp.,Vibrio,,M45,,,,,,
Bacteria,Negative,vibvul,Vibrio vulnificus,Vibrio spp.,Vibrio,,M45,,,,,,
Bacteria,Positive,virgrp,Viridans streptococcus group,Streptococcus spp. Viridans Group,Streptococcus spp. Viridans Group,,M100,,,,,,
Virus,,91vir1,virus 1,,,,,,,,,,
Virus,,91vir2,virus 2,,,,,,,,,,
Bacteria,Negative,weevir,Weeksella virosa,Weeksella spp.,Other Non-Enterobacterales,,M100,,,,,,
Bacteria,Positive,weicon,Weissella confusa,Weissella spp.,,,,,,,,,
Bacteria,Positive,weivir,Weissella viridescens,Weissella spp.,,,,,,,,,
Virus,,77wnv,West Nile virus,,,,,,,,,,
Bacteria,Negative,wolspe,Wolinella species,Wolinella species,,,,,,,,,
Helminth,,wucban,Wuchereria bancrofti,,,,,,,,,,
Filamentous Fungi,,xylban,Xylohypha bantiana,,,,,,,,,,
Filamentous Fungi,,canlip,Yarrowia lipolytica,,,,,,,,,,
Yeast,,yst,Yeast,,,,,,,,,,
Yeast,,ystcac,Yeast (not C. albicans or Cryptococcus),,,,,,,,,,
Yeast,,ystcna,Yeast is Candida species not Candida albicans,Candida spp.,Yeast,,M60,,,,,,
Yeast,,ystnca,Yeast not Candida albicans,,,,,,,,,,
Yeast,,ystncc,Yeast not Candida species not Cryptococcus species,,,,,,,,,,
Bacteria,Negative,yerald,Yersinia aldovae,Yersinia spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,yerent,Yersinia enterocolitica,Yersinia spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,yergrp,Yersinia enterocolitica group,Yersinia spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,yerefi,Yersinia enterocolitica/frederiksenii/intermedia,Yersinia spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,yerfre,Yersinia frederiksenii,Yersinia spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,yerint,Yersinia intermedia,Yersinia spp.,Enterobacterales,,M100,,,,,,
Bacteria,Negative,yerkri,Yersinia kristensenii,Yersinia spp.,Enterobacterales,,M100,,,,,,
